employee_id;directorate_id;position_id;grade_id;company_id;area_id;tiki;pauli;faxtor;mbti;disc_word;rank;tv_name;tgv_name;years_of_service_months
EMP101011;3;1;3;2;3;5;72;48;ESFJ;Conscientious-Dominant;14;Belief;Cultural & Values Urgency;42
EMP101012;2;4;2;2;1;9;29;85;ISTP;Dominant-Conscientious;14;Intellection;Cognitive Complexity & Problem-Solving;56
EMP101013;3;4;2;1;4;4;32;86;ENTP;Conscientious-Steadiness;14;Intellection;Cognitive Complexity & Problem-Solving;69
EMP101014;1;1;1;2;1;10;70;28;ESTP;Dominant-Conscientious;14;Competition;Motivation & Drive;35
EMP101015;3;4;1;3;3;5;56;98;ENFP;Influencer-Steadiness;14;Significance;Motivation & Drive;28
EMP101016;2;3;1;2;2;5;85;79;INTP;Conscientious-Influencer;14;Focus;Motivation & Drive;80
EMP101017;2;3;3;2;3;8;68;93;ISFP;Dominant-Influencer;14;Discipline;Conscientiousness & Reliability;0
EMP101018;1;6;1;2;2;9;56;65;ESFJ;Steadiness-Conscientious;14;Focus;Motivation & Drive;41
EMP101019;2;1;1;1;3;9;44;68;ENTP;Dominant-Influencer;14;Developer;Leadership & Influence;39
EMP101020;1;4;3;1;4;8;82;85;ESTJ;Influencer-Steadiness;14;Strategic;Cognitive Complexity & Problem-Solving;68
EMP101021;3;5;3;3;4;10;48;60;;Steadiness-Conscientious;14;Intellection;Cognitive Complexity & Problem-Solving;8
EMP101022;3;6;3;2;1;10;42;97;INTJ;Dominant-Conscientious;14;Empathy;Social Orientation & Collaboration;65
EMP101023;3;3;2;2;4;5;76;45;;Conscientious-Steadiness;14;Consistency;Conscientiousness & Reliability;33
EMP101024;1;6;2;4;2;2;52;38;ISFJ;Influencer-Dominant;14;Intellection;Cognitive Complexity & Problem-Solving;30
EMP101025;1;5;2;3;1;6;42;83;ISTP;Conscientious-Steadiness;14;Arranger;Leadership & Influence;29
EMP101026;3;6;3;1;4;2;86;91;ISTJ;Steadiness-Conscientious;14;Strategic;Cognitive Complexity & Problem-Solving;83
EMP101027;3;4;1;2;3;7;89;37;ISFJ;Influencer-Conscientious;14;Competition;Motivation & Drive;47
EMP101028;3;4;2;2;4;2;65;78;INFP;Conscientious-Steadiness;14;Learner;Cognitive Complexity & Problem-Solving;45
EMP101029;2;5;3;1;1;1;22;84;ISTJ;Dominant-Conscientious;14;Communication;Social Orientation & Collaboration;31
EMP101030;2;3;1;2;4;10;86;64;ESFJ;Conscientious-Dominant;14;Activator;Leadership & Influence;56
EMP101031;3;5;3;2;2;3;69;50;INTP;Influencer-Conscientious;14;Responsibility;Conscientiousness & Reliability;36
EMP101032;1;2;2;4;2;4;72;92;ENTJ;Influencer-Steadiness;14;Positivity;Social Orientation & Collaboration;41
EMP101033;3;6;2;2;2;7;92;74;ENTJ;Influencer-Dominant;14;Maximizer;Leadership & Influence;27
EMP101034;3;3;3;3;2;10;69;23;;Influencer-Dominant;14;Consistency;Conscientiousness & Reliability;34
EMP101035;1;3;1;2;2;10;96;95;ENFJ;Influencer-Dominant;14;Significance;Motivation & Drive;48
EMP101036;3;3;3;3;1;9;100;99;ENFP;Steadiness-Conscientious;14;Empathy;Social Orientation & Collaboration;37
EMP101037;1;5;3;1;4;5;28;58;ENFP;Steadiness-Conscientious;14;Context;Cognitive Complexity & Problem-Solving;2
EMP101038;1;5;1;3;1;8;82;100;;Conscientious-Steadiness;14;Restorative;Cognitive Complexity & Problem-Solving;43
EMP101039;1;6;2;2;4;2;72;78;ISTJ;Influencer-Dominant;14;Discipline;Conscientiousness & Reliability;31
EMP101040;2;3;3;1;2;1;99;56;ISFP;Influencer-Conscientious;14;Positivity;Social Orientation & Collaboration;73
EMP101041;3;1;3;2;3;1;77;57;INTP;Conscientious-Steadiness;14;Context;Cognitive Complexity & Problem-Solving;50
EMP101042;1;4;1;4;3;2;62;77;INFJ;Influencer-Steadiness;14;;;5
EMP101043;1;4;3;3;3;9;50;50;ENFJ;Steadiness-Dominant;14;Restorative;Cognitive Complexity & Problem-Solving;37
EMP101044;2;4;2;4;4;2;98;22;ISTJ;Conscientious-Influencer;14;Individualization;Cognitive Complexity & Problem-Solving;58
EMP101045;2;1;3;4;4;9;44;62;INFP;Dominant-Conscientious;14;Restorative;Cognitive Complexity & Problem-Solving;59
EMP101046;3;6;2;4;1;7;60;91;ISTP;Influencer-Steadiness;14;Self-Assurance;Leadership & Influence;56
EMP101047;3;4;3;4;1;7;82;80;ESFJ;Steadiness-Influencer;14;Consistency;Conscientiousness & Reliability;55
EMP101048;1;6;2;2;4;5;33;45;INTP;Influencer-Dominant;14;Significance;Motivation & Drive;51
EMP101049;2;5;3;1;2;6;67;70;ENFP;Dominant-Influencer;14;Individualization;Cognitive Complexity & Problem-Solving;25
EMP101050;3;4;3;2;2;10;47;52;ENFJ;Influencer-Conscientious;14;Learner;Cognitive Complexity & Problem-Solving;23
EMP101051;2;6;3;3;2;6;52;41;ESTP;Influencer-Steadiness;14;Restorative;Cognitive Complexity & Problem-Solving;74
EMP101052;3;6;2;3;3;5;95;53;ISFJ;Dominant-Influencer;14;Competition;Motivation & Drive;102
EMP101053;3;6;2;4;1;9;74;67;ISFJ;Conscientious-Influencer;14;Arranger;Leadership & Influence;28
EMP101054;3;5;3;3;3;5;88;38;;Conscientious-Dominant;14;Responsibility;Conscientiousness & Reliability;12
EMP101055;2;5;2;2;1;1;63;69;ESFJ;Influencer-Dominant;14;Context;Cognitive Complexity & Problem-Solving;38
EMP101056;3;3;3;2;2;2;76;52;;Dominant-Influencer;14;Belief;Cultural & Values Urgency;33
EMP101057;1;4;1;2;2;3;20;99;ENTP;Influencer-Conscientious;14;Communication;Social Orientation & Collaboration;44
EMP101058;3;2;1;4;2;3;70;21;ENTJ;Influencer-Dominant;14;Positivity;Social Orientation & Collaboration;31
EMP101059;3;1;3;3;3;1;24;64;ISTP;Influencer-Conscientious;14;Connectedness;Cognitive Complexity & Problem-Solving;78
EMP101060;1;3;3;4;2;7;42;69;ISFJ;Conscientious-Influencer;14;Analytical;Cognitive Complexity & Problem-Solving;52
EMP101061;2;6;3;4;2;2;91;33;ENFP;Influencer-Steadiness;14;Competition;Motivation & Drive;53
EMP101062;3;4;1;1;3;5;91;68;ENTP;Conscientious-Steadiness;14;Discipline;Conscientiousness & Reliability;4
EMP101063;3;2;1;2;2;2;54;95;ESFJ;Conscientious-Steadiness;14;;;35
EMP101064;1;1;1;2;2;3;82;61;INFJ;Conscientious-Influencer;14;Developer;Leadership & Influence;78
EMP101065;3;6;3;3;3;5;92;98;INFP;Steadiness-Influencer;14;Intellection;Cognitive Complexity & Problem-Solving;13
EMP101066;3;6;1;1;4;6;96;58;;Steadiness-Dominant;14;Achiever;Motivation & Drive;27
EMP101067;2;1;2;2;1;9;34;100;INFJ;Influencer-Conscientious;14;Command;Leadership & Influence;1
EMP101068;2;1;1;1;2;2;49;23;ESFP;Dominant-Influencer;14;Woo;;52
EMP101069;1;2;2;3;2;7;95;42;INTP;Steadiness-Dominant;14;Arranger;Leadership & Influence;52
EMP101070;1;2;3;1;3;7;50;51;ESTJ;Conscientious-Dominant;14;Positivity;Social Orientation & Collaboration;52
EMP101071;1;6;3;2;4;2;58;47;ENTJ;Influencer-Steadiness;14;Ideation;Creativity & Innovation Orientation;29
EMP101072;1;4;1;2;3;5;22;67;INTP;Conscientious-Dominant;14;Individualization;Cognitive Complexity & Problem-Solving;15
EMP101073;2;5;3;4;4;7;93;86;ESTJ;Conscientious-Influencer;14;Empathy;Social Orientation & Collaboration;56
EMP101074;2;1;2;2;3;6;37;23;ENFP;Influencer-Dominant;14;Includer;Social Orientation & Collaboration;63
EMP101075;1;6;1;4;3;10;26;70;ISTP;Dominant-Conscientious;14;Context;Cognitive Complexity & Problem-Solving;97
EMP101076;3;5;3;3;4;10;66;54;ENFJ;Steadiness-Influencer;14;Developer;Leadership & Influence;63
EMP101077;1;6;1;4;4;6;74;92;ESTP;Influencer-Steadiness;14;Competition;Motivation & Drive;46
EMP101078;1;5;1;3;1;10;59;54;INTJ;Influencer-Conscientious;14;Ideation;Creativity & Innovation Orientation;97
EMP101079;3;5;2;2;3;9;70;90;INTJ;Conscientious-Steadiness;14;Harmony;Social Orientation & Collaboration;5
EMP101080;2;1;1;1;2;7;66;37;ISTJ;Conscientious-Steadiness;14;Includer;Social Orientation & Collaboration;29
EMP101081;1;1;1;4;2;7;27;42;ENFP;Influencer-Dominant;14;Strategic;Cognitive Complexity & Problem-Solving;53
EMP101082;3;1;1;1;4;5;29;95;ESTJ;Conscientious-Influencer;14;Self-Assurance;Leadership & Influence;43
EMP101083;1;4;2;4;1;9;58;39;ISTP;Conscientious-Influencer;14;Self-Assurance;Leadership & Influence;29
EMP101084;2;3;2;4;3;7;48;56;ENFP;Influencer-Dominant;14;Discipline;Conscientiousness & Reliability;47
EMP101085;1;5;3;2;1;10;99;54;ENFJ;Conscientious-Steadiness;14;;;120
EMP101086;3;2;1;2;4;5;62;32;ENFP;Conscientious-Dominant;14;Strategic;Cognitive Complexity & Problem-Solving;3
EMP101087;1;1;2;3;4;3;58;71;INFJ;Steadiness-Dominant;14;Connectedness;Cognitive Complexity & Problem-Solving;86
EMP101088;3;5;3;3;4;1;99;73;ENFP;Steadiness-Conscientious;14;;;54
EMP101089;3;4;1;3;1;1;95;79;INFP;Conscientious-Influencer;14;Learner;Cognitive Complexity & Problem-Solving;33
EMP101090;1;2;1;3;2;4;82;48;INFP;Dominant-Steadiness;14;Individualization;Cognitive Complexity & Problem-Solving;74
EMP101091;1;5;1;1;2;7;58;36;;Conscientious-Steadiness;14;Maximizer;Leadership & Influence;11
EMP101092;1;1;1;2;2;4;51;30;INFP;Influencer-Dominant;14;Connectedness;Cognitive Complexity & Problem-Solving;57
EMP101093;2;3;1;3;1;1;22;64;ENTJ;Steadiness-Dominant;14;Arranger;Leadership & Influence;60
EMP101094;3;5;1;1;3;8;66;73;INTJ;Steadiness-Influencer;14;;;27
EMP101095;1;5;1;4;1;2;21;34;ESFJ;Steadiness-Conscientious;14;Woo;;9
EMP101096;3;2;3;1;2;6;26;38;ENFP;Steadiness-Dominant;14;Adaptability;Adaptability & Stress Tolerance;43
EMP101097;3;3;1;4;4;4;23;48;ENTJ;Steadiness-Dominant;14;Responsibility;Conscientiousness & Reliability;38
EMP101098;3;3;2;4;4;3;96;69;ESTP;Dominant-Conscientious;14;Competition;Motivation & Drive;46
EMP101099;3;5;1;1;2;6;26;97;;Influencer-Conscientious;14;Intellection;Cognitive Complexity & Problem-Solving;84
EMP101100;3;4;3;2;3;2;50;34;ENFJ;Conscientious-Dominant;14;Learner;Cognitive Complexity & Problem-Solving;43
EMP101101;2;3;1;3;4;8;86;37;ESFP;Dominant-Conscientious;14;Maximizer;Leadership & Influence;9
EMP101102;3;2;1;1;3;1;73;86;INTJ;Influencer-Dominant;14;Woo;;81
EMP101103;3;5;3;2;4;1;90;71;INFJ;Dominant-Influencer;14;Positivity;Social Orientation & Collaboration;39
EMP101104;1;3;3;2;2;2;91;51;ENFP;Dominant-Influencer;14;Arranger;Leadership & Influence;65
EMP101105;2;3;1;2;1;2;51;41;ENTP;Conscientious-Dominant;14;Command;Leadership & Influence;36
EMP101106;3;1;1;1;1;6;60;47;ESFJ;Influencer-Conscientious;14;Deliberative;Conscientiousness & Reliability;59
EMP101107;1;4;3;2;3;7;97;66;ESTP;Conscientious-Dominant;14;;;51
EMP101108;2;6;3;4;2;2;96;92;ISFJ;Steadiness-Influencer;14;Learner;Cognitive Complexity & Problem-Solving;21
EMP101109;2;2;3;2;4;1;31;94;ESFP;Influencer-Steadiness;14;Focus;Motivation & Drive;43
EMP101110;1;4;3;4;3;8;31;31;ENFJ;Conscientious-Dominant;14;;;63
EMP101111;2;2;1;3;2;3;72;57;ENTJ;Conscientious-Steadiness;14;Context;Cognitive Complexity & Problem-Solving;98
EMP101112;1;1;1;2;1;5;55;45;ISFJ;Dominant-Steadiness;14;Restorative;Cognitive Complexity & Problem-Solving;52
EMP101113;3;4;3;3;1;5;91;66;ESTJ;Steadiness-Dominant;14;Activator;Leadership & Influence;30
EMP101114;1;1;1;3;1;10;27;67;ENTJ;Influencer-Steadiness;14;Competition;Motivation & Drive;38
EMP101115;1;6;3;2;3;3;46;54;INTP;Conscientious-Steadiness;14;Futuristic;Creativity & Innovation Orientation;34
EMP101116;1;4;1;4;1;2;77;59;ENFP;Dominant-Influencer;14;Input;Cognitive Complexity & Problem-Solving;36
EMP101117;1;5;3;3;3;4;50;20;ENFP;Dominant-Steadiness;14;Analytical;Cognitive Complexity & Problem-Solving;57
EMP101118;3;4;3;2;4;8;56;88;ISFJ;Dominant-Influencer;14;Includer;Social Orientation & Collaboration;1
EMP101119;1;1;1;1;1;8;82;72;INFP;Dominant-Steadiness;14;Positivity;Social Orientation & Collaboration;40
EMP101120;3;2;3;1;1;5;69;47;INTP;Dominant-Conscientious;14;Positivity;Social Orientation & Collaboration;52
EMP101121;1;5;3;3;1;4;60;49;ISFJ;Steadiness-Conscientious;14;Woo;;28
EMP101122;2;1;2;3;1;5;88;68;INTJ;Dominant-Conscientious;14;Responsibility;Conscientiousness & Reliability;48
EMP101123;2;2;1;2;4;5;95;64;ESFJ;Steadiness-Influencer;14;Positivity;Social Orientation & Collaboration;50
EMP101124;3;1;1;1;3;9;80;35;ESFP;Conscientious-Dominant;14;Focus;Motivation & Drive;77
EMP101125;2;6;3;3;4;10;38;60;ESTJ;Influencer-Steadiness;14;Analytical;Cognitive Complexity & Problem-Solving;18
EMP101126;3;3;2;2;2;5;63;43;ISTP;Influencer-Dominant;14;Activator;Leadership & Influence;61
EMP101127;1;1;3;4;4;10;78;84;ESTJ;Dominant-Influencer;14;Command;Leadership & Influence;48
EMP101128;1;5;3;4;3;5;61;49;ISFP;Dominant-Conscientious;14;Positivity;Social Orientation & Collaboration;78
EMP101129;1;4;2;1;2;7;99;79;INFJ;Influencer-Conscientious;14;Woo;;72
EMP101130;3;1;3;2;1;5;49;40;ENTJ;Dominant-Steadiness;14;Woo;;24
EMP101131;3;3;2;2;1;9;67;84;ISFJ;Conscientious-Steadiness;14;Adaptability;Adaptability & Stress Tolerance;42
EMP101132;2;3;3;4;1;4;77;70;ESTJ;Conscientious-Influencer;14;Consistency;Conscientiousness & Reliability;39
EMP101133;3;5;1;4;2;5;90;50;INTJ;Conscientious-Influencer;14;Command;Leadership & Influence;62
EMP101134;1;6;1;2;3;3;22;80;INFP;Dominant-Influencer;14;Restorative;Cognitive Complexity & Problem-Solving;96
EMP101135;3;2;3;4;2;3;25;40;;Dominant-Steadiness;14;Consistency;Conscientiousness & Reliability;28
EMP101136;1;1;1;4;1;1;30;57;ISTJ;Dominant-Conscientious;14;Analytical;Cognitive Complexity & Problem-Solving;55
EMP101137;3;2;3;3;1;7;70;75;ESTJ;Dominant-Steadiness;14;Ideation;Creativity & Innovation Orientation;25
EMP101138;3;6;3;4;1;3;25;57;ISFP;Influencer-Steadiness;14;Input;Cognitive Complexity & Problem-Solving;39
EMP101139;1;5;3;1;2;7;44;28;ENFJ;Conscientious-Influencer;14;Context;Cognitive Complexity & Problem-Solving;65
EMP101140;1;2;2;3;2;8;53;56;ENFJ;Steadiness-Influencer;14;Command;Leadership & Influence;61
EMP101141;3;3;1;1;3;7;66;43;ISFJ;Influencer-Dominant;14;Harmony;Social Orientation & Collaboration;95
EMP101142;3;1;3;4;1;1;36;57;ENFP;Steadiness-Influencer;14;Responsibility;Conscientiousness & Reliability;76
EMP101143;3;5;3;3;2;3;42;81;ESTP;Dominant-Conscientious;14;Significance;Motivation & Drive;65
EMP101144;3;1;2;3;2;4;94;64;ENFJ;Steadiness-Dominant;14;;;37
EMP101145;1;1;3;3;4;8;99;40;ISFP;Dominant-Conscientious;14;Discipline;Conscientiousness & Reliability;46
EMP101146;1;1;1;4;1;9;48;46;ISTP;Influencer-Conscientious;14;;;37
EMP101147;3;4;1;2;1;8;28;20;ISTP;Conscientious-Dominant;14;Positivity;Social Orientation & Collaboration;70
EMP101148;2;5;2;1;2;2;20;49;;Dominant-Steadiness;14;;;81
EMP101149;2;1;3;2;4;9;90;93;INTJ;Steadiness-Conscientious;14;Strategic;Cognitive Complexity & Problem-Solving;46
EMP101150;2;3;3;2;1;1;76;53;ENTP;Conscientious-Influencer;14;Self-Assurance;Leadership & Influence;56
EMP101151;1;4;1;3;1;9;49;94;ISTP;Conscientious-Influencer;14;Developer;Leadership & Influence;28
EMP101152;1;1;2;1;1;8;29;21;ENFP;Steadiness-Influencer;14;Communication;Social Orientation & Collaboration;74
EMP101153;2;2;1;1;2;5;40;32;INTJ;Conscientious-Dominant;14;Relator;Social Orientation & Collaboration;112
EMP101154;2;6;1;3;2;2;49;75;ISFP;Steadiness-Conscientious;14;Deliberative;Conscientiousness & Reliability;78
EMP101155;2;2;1;4;3;1;56;22;ESFP;Conscientious-Dominant;14;Relator;Social Orientation & Collaboration;128
EMP101156;3;4;1;2;3;3;100;63;ESTJ;Influencer-Conscientious;14;Communication;Social Orientation & Collaboration;55
EMP101157;2;1;2;4;1;1;48;69;ENTJ;Steadiness-Conscientious;14;Discipline;Conscientiousness & Reliability;61
EMP101158;2;2;1;2;4;8;34;50;ENTP;Dominant-Steadiness;14;Includer;Social Orientation & Collaboration;56
EMP101159;1;3;3;1;1;5;92;66;INTP;Steadiness-Conscientious;14;Futuristic;Creativity & Innovation Orientation;111
EMP101160;2;3;1;3;4;2;78;31;ENTP;Conscientious-Influencer;14;Self-Assurance;Leadership & Influence;52
EMP101161;3;3;1;2;2;10;26;28;;Dominant-Conscientious;14;Empathy;Social Orientation & Collaboration;1
EMP101162;3;3;2;1;3;5;39;59;ESFP;Dominant-Steadiness;14;Maximizer;Leadership & Influence;61
EMP101163;1;3;3;1;2;8;26;38;ESFJ;Steadiness-Conscientious;14;Activator;Leadership & Influence;32
EMP101164;1;2;3;2;4;7;34;68;ESTP;Conscientious-Dominant;14;Input;Cognitive Complexity & Problem-Solving;89
EMP101165;3;3;1;4;4;3;37;82;ENTJ;Steadiness-Conscientious;14;Harmony;Social Orientation & Collaboration;21
EMP101166;3;3;1;4;3;9;47;60;ESFJ;Steadiness-Conscientious;14;Arranger;Leadership & Influence;71
EMP101167;2;3;2;4;2;2;27;48;ENTP;Influencer-Steadiness;14;Achiever;Motivation & Drive;44
EMP101168;3;4;2;3;1;8;26;92;ENFJ;Conscientious-Dominant;14;Belief;Cultural & Values Urgency;24
EMP101169;2;1;1;2;2;8;78;41;ISFJ;Steadiness-Dominant;14;Strategic;Cognitive Complexity & Problem-Solving;73
EMP101170;1;2;1;2;4;7;58;67;ENFJ;Steadiness-Conscientious;14;Harmony;Social Orientation & Collaboration;19
EMP101171;3;4;3;3;2;5;84;84;ENFP;Steadiness-Conscientious;14;Communication;Social Orientation & Collaboration;74
EMP101172;3;2;1;2;3;7;20;39;ESFP;Influencer-Dominant;14;Connectedness;Cognitive Complexity & Problem-Solving;81
EMP101173;3;2;2;3;2;10;91;82;INFJ;Dominant-Steadiness;14;Achiever;Motivation & Drive;58
EMP101174;2;5;2;2;2;7;45;50;ENFP;Influencer-Steadiness;14;Command;Leadership & Influence;53
EMP101175;1;5;2;2;4;8;36;83;INFJ;Conscientious-Steadiness;14;Intellection;Cognitive Complexity & Problem-Solving;56
EMP101176;2;4;1;3;1;8;25;96;INFP;Dominant-Steadiness;14;Command;Leadership & Influence;75
EMP101177;3;1;2;2;1;10;23;40;INFJ;Steadiness-Influencer;14;Positivity;Social Orientation & Collaboration;82
EMP101178;3;1;2;4;3;5;73;54;INFJ;Steadiness-Conscientious;14;Includer;Social Orientation & Collaboration;106
EMP101179;2;6;3;1;3;7;82;25;ISTJ;Influencer-Dominant;14;Arranger;Leadership & Influence;76
EMP101180;3;6;1;4;2;2;85;57;ISFP;Influencer-Conscientious;14;Competition;Motivation & Drive;29
EMP101181;2;3;3;2;1;8;43;76;INTP;Steadiness-Dominant;14;Context;Cognitive Complexity & Problem-Solving;34
EMP101182;1;1;2;1;3;2;55;35;ESFP;Conscientious-Influencer;14;Developer;Leadership & Influence;11
EMP101183;2;3;2;3;1;10;38;91;ENTP;Steadiness-Influencer;14;;;86
EMP101184;2;2;2;3;4;10;52;31;ISTP;Dominant-Influencer;14;Harmony;Social Orientation & Collaboration;62
EMP101185;1;3;1;4;3;8;22;35;ISFJ;Conscientious-Influencer;14;Input;Cognitive Complexity & Problem-Solving;23
EMP101186;2;1;2;2;1;9;100;85;ESFJ;Dominant-Steadiness;14;Analytical;Cognitive Complexity & Problem-Solving;21
EMP101187;2;2;3;2;1;2;74;67;ISTP;Steadiness-Conscientious;14;Discipline;Conscientiousness & Reliability;45
EMP101188;1;4;1;3;1;3;23;67;INFP;Conscientious-Influencer;14;Context;Cognitive Complexity & Problem-Solving;54
EMP101189;2;6;2;4;4;8;78;31;ESFP;Influencer-Dominant;14;Self-Assurance;Leadership & Influence;46
EMP101190;2;2;2;1;2;2;67;87;ENFJ;Steadiness-Dominant;14;Input;Cognitive Complexity & Problem-Solving;9
EMP101191;2;4;3;3;3;10;30;30;ISTJ;Conscientious-Influencer;14;Empathy;Social Orientation & Collaboration;21
EMP101192;3;5;2;2;1;10;35;21;ENFP;Dominant-Steadiness;14;Individualization;Cognitive Complexity & Problem-Solving;46
EMP101193;1;3;3;1;1;6;59;86;ENTJ;Dominant-Steadiness;14;Arranger;Leadership & Influence;55
EMP101194;2;4;3;4;3;1;28;77;;Steadiness-Dominant;14;Significance;Motivation & Drive;37
EMP101195;2;3;3;2;3;7;67;74;ENFP;Conscientious-Influencer;14;Ideation;Creativity & Innovation Orientation;10
EMP101196;3;3;3;2;4;3;44;89;;Steadiness-Influencer;14;;;0
EMP101197;3;2;2;4;2;1;67;60;INFJ;Influencer-Steadiness;14;;;55
EMP101198;2;6;1;1;1;8;53;55;ENTP;Dominant-Influencer;14;Strategic;Cognitive Complexity & Problem-Solving;39
EMP101199;1;1;1;3;3;8;73;82;ENFP;Dominant-Influencer;14;Arranger;Leadership & Influence;26
EMP101200;3;3;3;2;2;3;59;51;ISFP;Steadiness-Conscientious;14;Discipline;Conscientiousness & Reliability;68
EMP101201;1;3;1;3;2;5;56;95;ENFJ;Conscientious-Influencer;14;Achiever;Motivation & Drive;43
EMP101202;1;3;1;4;2;7;75;55;ESFJ;Dominant-Conscientious;14;Futuristic;Creativity & Innovation Orientation;15
EMP101203;2;5;3;4;2;9;39;22;INTP;Conscientious-Dominant;14;Harmony;Social Orientation & Collaboration;84
EMP101204;2;3;2;2;1;1;98;52;ENFJ;Dominant-Conscientious;14;Consistency;Conscientiousness & Reliability;96
EMP101205;2;3;2;4;2;7;99;24;ENTJ;Steadiness-Dominant;14;Learner;Cognitive Complexity & Problem-Solving;27
EMP101206;1;2;2;3;1;10;54;70;ENFJ;Dominant-Influencer;14;Woo;;58
EMP101207;2;3;1;1;3;10;77;59;;Steadiness-Dominant;14;Belief;Cultural & Values Urgency;47
EMP101208;2;1;1;1;1;4;67;85;ISTJ;Conscientious-Influencer;14;Communication;Social Orientation & Collaboration;92
EMP101209;2;4;1;3;2;7;62;28;INFJ;Influencer-Conscientious;14;Discipline;Conscientiousness & Reliability;22
EMP101210;1;3;3;1;3;1;67;87;ISTJ;Conscientious-Dominant;14;Achiever;Motivation & Drive;72
EMP101211;3;1;2;4;1;1;94;62;ENTJ;Dominant-Influencer;14;Competition;Motivation & Drive;92
EMP101212;3;6;2;1;1;10;71;64;ESFJ;Steadiness-Conscientious;14;;;63
EMP101213;3;5;1;2;3;6;97;80;INTP;Dominant-Influencer;14;Context;Cognitive Complexity & Problem-Solving;85
EMP101214;3;5;3;2;1;10;53;56;INTJ;Dominant-Influencer;14;Learner;Cognitive Complexity & Problem-Solving;36
EMP101215;2;1;3;4;4;8;96;80;ESFP;Dominant-Conscientious;14;Includer;Social Orientation & Collaboration;58
EMP101216;1;6;1;4;2;8;96;55;ISFJ;Steadiness-Influencer;14;Command;Leadership & Influence;32
EMP101217;3;4;2;2;3;9;88;27;ISFJ;Influencer-Steadiness;14;Connectedness;Cognitive Complexity & Problem-Solving;59
EMP101218;3;5;3;3;2;8;84;67;ISTJ;Influencer-Steadiness;14;Futuristic;Creativity & Innovation Orientation;46
EMP101219;3;3;2;2;4;7;61;33;ESTP;Steadiness-Dominant;14;Self-Assurance;Leadership & Influence;62
EMP101220;1;2;2;1;3;2;31;95;ENTJ;Conscientious-Influencer;14;Competition;Motivation & Drive;65
EMP101221;3;6;3;1;2;5;66;72;ESFP;Influencer-Conscientious;14;Focus;Motivation & Drive;40
EMP101222;3;5;3;4;1;1;63;68;ESTP;Dominant-Steadiness;14;Strategic;Cognitive Complexity & Problem-Solving;75
EMP101223;1;4;3;3;4;10;68;51;INFP;Steadiness-Conscientious;14;Arranger;Leadership & Influence;22
EMP101224;3;5;2;3;3;4;86;88;INTP;Steadiness-Conscientious;14;Positivity;Social Orientation & Collaboration;34
EMP101225;3;4;2;2;4;9;84;62;ESTJ;Conscientious-Dominant;14;Empathy;Social Orientation & Collaboration;78
EMP101226;1;1;1;2;1;9;74;55;ENFP;Conscientious-Influencer;14;Arranger;Leadership & Influence;59
EMP101227;2;2;3;1;1;8;36;25;ISTP;Conscientious-Dominant;14;Focus;Motivation & Drive;41
EMP101228;3;4;3;3;3;10;98;43;ISFP;Conscientious-Dominant;14;Self-Assurance;Leadership & Influence;89
EMP101229;3;4;1;1;3;9;71;25;ENFP;Dominant-Conscientious;14;Belief;Cultural & Values Urgency;61
EMP101230;3;6;1;4;4;3;30;37;INFJ;Conscientious-Influencer;14;;;26
EMP101231;1;6;2;4;3;6;77;46;ENTP;Influencer-Dominant;14;Individualization;Cognitive Complexity & Problem-Solving;66
EMP101232;3;4;1;1;2;7;87;59;ESFJ;Dominant-Conscientious;14;Self-Assurance;Leadership & Influence;40
EMP101233;2;1;2;3;4;5;38;46;INTP;Dominant-Conscientious;14;Command;Leadership & Influence;56
EMP101234;3;3;2;2;2;8;86;54;ISFP;Steadiness-Conscientious;14;Strategic;Cognitive Complexity & Problem-Solving;66
EMP101235;2;6;1;2;4;5;48;99;ISTJ;Influencer-Steadiness;14;Competition;Motivation & Drive;15
EMP101236;3;2;3;4;3;6;99;69;ENFP;Dominant-Steadiness;14;Communication;Social Orientation & Collaboration;16
EMP101237;3;6;2;2;1;10;80;30;ENFP;Dominant-Influencer;14;;;61
EMP101238;1;1;2;1;1;5;65;41;INFP;Steadiness-Conscientious;14;Responsibility;Conscientiousness & Reliability;0
EMP101239;2;4;3;4;4;3;93;55;ESTJ;Steadiness-Influencer;14;Command;Leadership & Influence;37
EMP101240;2;4;1;1;2;2;95;95;INTJ;Influencer-Conscientious;14;Maximizer;Leadership & Influence;26
EMP101241;1;5;3;2;1;10;26;24;INFP;Influencer-Steadiness;14;;;48
EMP101242;2;6;3;2;4;3;55;66;ENFP;Conscientious-Dominant;14;Includer;Social Orientation & Collaboration;92
EMP101243;1;2;2;3;4;9;31;89;ESFP;Conscientious-Influencer;14;Deliberative;Conscientiousness & Reliability;54
EMP101244;1;5;2;4;1;8;61;61;INFJ;Steadiness-Dominant;14;Deliberative;Conscientiousness & Reliability;29
EMP101245;1;4;1;4;1;2;79;84;INFJ;Steadiness-Influencer;14;Self-Assurance;Leadership & Influence;89
EMP101246;2;1;1;2;2;6;78;52;INTP;Dominant-Influencer;14;Deliberative;Conscientiousness & Reliability;67
EMP101247;2;3;2;4;3;9;60;66;enfp;Steadiness-Influencer;14;Communication;Social Orientation & Collaboration;35
EMP101248;1;3;1;3;2;7;47;95;ESTJ;Steadiness-Dominant;14;Relator;Social Orientation & Collaboration;85
